user_input,optimized_prompt,category,source
Explain how a Kalman filter works.,You are an expert in statistical signal processing. Explain the Kalman filter algorithm in detail; including the prediction and update steps. Provide Python code snippets demonstrating how to implement each step. Explain the purpose of each line of code. Also; explain the assumptions of the Kalman filter and what happens when those assumptions are violated. Finally; give an example of a real-world application of the Kalman filter and explain how it is used in that application.,CODE_EXPLANATION,prompt_examples_dataset
Explain causal set theory.,You are an expert in causal set theory; a theory of quantum gravity. Please provide a detailed explanation of the following aspects of causal set theory; suitable for someone with a background in physics but unfamiliar with the specific details of this approach:  1.  **The fundamental postulates of causal set theory:** What are the core assumptions about the nature of spacetime at the Planck scale? 2.  **The concept of 'causal sets'**: Explain how spacetime is represented as a partially ordered set and how this relates to the usual continuum picture. 3.  **The 'sprinkling' process**: Describe how a causal set is typically constructed from a continuum spacetime (e.g.; Minkowski space) and the challenges associated with this process. 4.  **The problem of 'manifold likeness'**: What conditions must a causal set satisfy to be considered a good approximation of a continuum spacetime? Discuss the challenges in ensuring manifold likeness. 5.  **The status of Lorentz invariance**: How is Lorentz invariance incorporated (or not) in causal set theory; and what are the implications for the theory's viability? 6.  **Key research areas and open problems**: Briefly outline some of the major areas of active research in causal set theory; such as finding the action for causal sets; addressing the cosmological constant problem; and developing a quantum gravity phenomenology.  Your explanation should be clear; concise; and technically accurate. Provide relevant examples where appropriate.,ROLE_PLAYING,prompt_examples_dataset
Tell me about renewable energy.,Explain how different types of renewable energy work; including solar; wind; hydro; geothermal; and biomass. For each type; describe the source of energy; the technology used to convert it into electricity; and any environmental considerations associated with its use. Provide a concise overview suitable for someone with a basic understanding of science.,INFORMATIONAL,prompt_examples_dataset
What are the pros and cons of different ways to tell time?,You are an expert in horology. Compare and contrast the advantages and disadvantages of using sundials; water clocks; mechanical clocks; and digital clocks for telling time. Consider factors such as accuracy; portability; complexity of construction; and historical significance. Provide a detailed analysis in a well-structured format.,COMPARISON,prompt_examples_dataset
Tell me about interface design.,Explain the principles of effective interface design; including usability; accessibility; and aesthetics. Provide examples of good and bad interface design choices; and discuss the role of user research in the design process. Focus on both software and hardware interfaces.,INFORMATIONAL,prompt_examples_dataset
Translate the following dinosaur types into Spanish: Tyrannosaurus Rex; Triceratops; Velociraptor.,Translate the following dinosaur types into Spanish; ensuring the translations are accurate and commonly used. Here are a few examples:  English: Tyrannosaurus Rex Spanish: Tiranosaurio Rex  English: Triceratops Spanish: Triceratops  English: Velociraptor Spanish:,TRANSLATION,prompt_examples_dataset
Tell me about habitat restoration.,First; what are the broad goals of ecological restoration in general? Now; focusing specifically on habitat restoration; what are the key principles and common practices involved? Provide examples of successful habitat restoration projects and the metrics used to evaluate their success.,SUMMARIZATION,prompt_examples_dataset
Tell me about political philosophy.,First; briefly explain the core questions addressed by political philosophy. Then; step back and identify three major schools of thought within political philosophy; such as liberalism; conservatism; and socialism. For each school; provide a concise definition; identify a key historical figure associated with it; and outline one major criticism leveled against it.,SUMMARIZATION,prompt_examples_dataset
Tell me about home gardening.,Let's create a comprehensive guide to home gardening for beginners. First; break down the process into these key stages: 1. Planning and Preparation (soil testing; choosing a location; selecting plants). 2. Planting (seed starting; transplanting). 3. Maintenance (watering; fertilizing; pest control). 4. Harvesting. For each stage; provide detailed instructions; tips; and common mistakes to avoid. Use a chain-of-thought approach; explaining the reasoning behind each step. For example; when discussing soil testing; explain why it's important and how the results impact plant selection and fertilization strategies.,INSTRUCTIONAL,prompt_examples_dataset
Tell me about number patterns.,Explain common number patterns; including arithmetic sequences; geometric sequences; Fibonacci sequence; and square numbers. Provide a brief definition and an example for each.,SUMMARIZATION,prompt_examples_dataset
What is epistemology?,Explain epistemology in detail; including its main branches (e.g.; foundationalism; coherentism; internalism; externalism); key concepts (e.g.; justification; belief; knowledge; skepticism); and major problems (e.g.; the Gettier problem; the problem of induction). Use a chain of thought approach to break down the explanation into smaller; logical steps. Start by defining epistemology; then discuss its branches; concepts; and problems; providing examples where appropriate.,PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
Tell me about the cosmic microwave background.,Explain the cosmic microwave background (CMB) in detail; including its origin; significance; and how it provides evidence for the Big Bang theory. Break down your explanation into the following steps:  1.  Describe the conditions of the early universe that led to the formation of the CMB. 2.  Explain the process of recombination and decoupling. 3.  Discuss the properties of the CMB; such as its temperature and spectrum. 4.  Explain how anisotropies in the CMB provide information about the early universe and the formation of large-scale structures. 5.  Describe the experiments and observations that have measured the CMB and what they have revealed.  Conclude by summarizing the importance of the CMB in modern cosmology.,QUESTION_ANSWERING,prompt_examples_dataset
Tell me about a Whipple procedure.,Explain the Whipple procedure as if you were teaching a medical student. Break down the steps involved; the reasons for performing it; potential complications; and the typical recovery process. Use chain of thought to ensure a comprehensive and logical explanation.,QUESTION_ANSWERING,prompt_examples_dataset
Tell me about stress management.,First; define stress. Second; explain the physiological and psychological effects of stress on the human body. Third; list and describe at least five different stress management techniques; explaining how each one works and its benefits. Finally; provide a brief conclusion summarizing the importance of stress management.,SUMMARIZATION,prompt_examples_dataset
What are the ethical considerations of genetic engineering?,You are an expert in bioethics; tasked with creating a comprehensive ethical framework for genetic engineering. Consider the following scenarios:  1.  Germline editing to eliminate disease predisposition: Weigh the benefits of preventing inherited diseases against the risks of unintended consequences and potential for eugenics. 2.  Somatic cell gene therapy for enhancement purposes: Analyze the ethical implications of using gene therapy to enhance traits like intelligence or athletic ability; considering issues of fairness; access; and potential for social stratification. 3.  Genetic modification of agricultural crops: Evaluate the ethical considerations surrounding genetically modified crops; including potential environmental impacts; effects on biodiversity; and socioeconomic consequences for farmers.  For each scenario; identify the key stakeholders; their potential concerns; and propose ethical guidelines that balance potential benefits with potential risks. Use a chain of thought approach to explain your reasoning for each guideline. Finally; synthesize these individual guidelines into a unified ethical framework for genetic engineering; addressing issues of informed consent; equitable access; and long-term monitoring.,PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
Tell me about augmented reality research.,As an augmented reality researcher specializing in the application of AR in education; describe the current trends and challenges in using AR to enhance learning outcomes for K-12 students. Focus on studies published in the last 3 years and provide specific examples of successful implementations and areas where further research is needed. Consider both technological and pedagogical aspects.,ROLE_PLAYING,prompt_examples_dataset
Tell me about user experience design.,First; explain the fundamental principles of user experience (UX) design. Then; provide a step-by-step guide to the UX design process; including user research; ideation; prototyping; testing; and iteration. For each step; describe the key activities; deliverables; and best practices. Finally; explain how contextual inquiry fits into the user research phase and how it improves the overall UX design process.,INSTRUCTIONAL,prompt_examples_dataset
What is user experience design?,Explain user experience (UX) design comprehensively. Cover the core principles; the key stages of the UX design process (research; design; testing); the main methodologies and tools used by UX designers; and the importance of UX design for business success. Provide examples of good and bad UX.,INFORMATIONAL,prompt_examples_dataset
Tell me about consumer behavior.,Explain consumer behavior by first defining it; then outlining the key psychological; social; and cultural factors that influence it. Next; describe the consumer decision-making process; including need recognition; information search; evaluation of alternatives; purchase decision; and post-purchase behavior. Finally; provide real-world examples of how businesses use their understanding of consumer behavior to develop marketing strategies. Use a chain of thought approach to ensure a logical and comprehensive explanation.,INSTRUCTIONAL,prompt_examples_dataset
Explain quantum algorithms.,You are an expert in quantum computing. Your task is to explain how to develop algorithms for quantum computers. First; outline the key principles of quantum mechanics that are leveraged in quantum algorithms; such as superposition and entanglement. Then; provide a step-by-step guide on how to design a quantum algorithm; including:  1.  Problem Definition: Clearly define the problem you want to solve and its classical complexity. 2.  Quantum Representation: Represent the problem's input and output in terms of qubits and quantum states. 3.  Algorithm Design: Choose appropriate quantum gates and circuits to manipulate the quantum states and solve the problem. Provide code snippets (using Qiskit) to illustrate the implementation of key quantum gates and circuits. 4.  Error Correction: Discuss the importance of quantum error correction and techniques to mitigate errors. 5.  Performance Analysis: Analyze the time and space complexity of the quantum algorithm and compare it to classical algorithms.  Finally; provide a detailed example of a quantum algorithm; such as Shor's algorithm or Grover's algorithm; including its Qiskit implementation and performance analysis. Explain each step with clear; concise comments in the code.,PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
Translate this document about blockchain technology.,You are an expert translator specializing in technical documents. Translate the following document about blockchain technology into Spanish. Maintain the original formatting and technical accuracy. Provide a glossary of key terms and their Spanish equivalents at the end of the translation. The document is: [Insert Blockchain Document Here],TRANSLATION,prompt_examples_dataset
Tell me about the immune system.,Explain the key factors that influence the effectiveness of the human immune system. Break down your explanation into the following areas: 1) the role of nutrition; specifically listing key vitamins and minerals and their impact; 2) the impact of sleep and stress on immune function; detailing the physiological mechanisms involved; and 3) the influence of exercise; specifying the type; intensity; and duration that are most beneficial. Use a chain of thought approach to explain the reasoning behind each factor's influence.,ANALYSIS_CRITIQUE,prompt_examples_dataset
How do I copy and paste?,Explain how to copy and paste text or files on a Windows computer. Break down the process into step-by-step instructions; and also explain the keyboard shortcuts for copying and pasting.,QUESTION_ANSWERING,prompt_examples_dataset
Write about garden tools.,As a professional horticulturalist; describe the essential garden tools a beginner should acquire; explaining the purpose and proper use of each tool. Focus on tools that are versatile and durable for a variety of gardening tasks. Provide specific examples of high-quality brands or models known for their longevity and performance.,STYLE_TONE_CHANGE,prompt_examples_dataset
Tell me about software development.,You are a software development expert. Summarize key aspects of modern software development; including common methodologies like Agile and Waterfall; essential tools such as version control systems (e.g.; Git); and crucial practices like code review and testing. Focus on how these elements contribute to successful software projects. Provide the answer in a bulleted list.,DATA_EXTRACTION,prompt_examples_dataset
Tell me about forest management.,You are a forestry expert. Explain the principles of sustainable forest management; including specific examples of practices that promote biodiversity; carbon sequestration; and timber production. Also; discuss the challenges in balancing these objectives and potential solutions.,COMPLETION,prompt_examples_dataset
What are some supply chain management techniques?,Here are some examples of supply chain management techniques and a brief description:  *   **Just-in-Time (JIT):** Aims to minimize inventory by receiving materials only when needed for production. *   **Vendor-Managed Inventory (VMI):** The supplier manages the inventory levels at the customer's location. *   **Lean Manufacturing:** Focuses on eliminating waste and maximizing efficiency throughout the supply chain.  Now; describe the following supply chain management techniques:  1.  **Agile Supply Chain:** 2.  **Demand Forecasting:** 3.  **Blockchain Technology:**,COMPARISON,prompt_examples_dataset
Tell me about negotiation skills.,As a negotiation expert; explain the key principles of effective negotiation; including preparation; active listening; and strategies for finding mutually beneficial solutions. Provide specific examples of how these principles can be applied in different negotiation scenarios; such as salary negotiations or business deals. Also; discuss common pitfalls to avoid during negotiations.,QUESTION_ANSWERING,prompt_examples_dataset
What are the steps for market research?,Let's think step by step. First; define the objectives of the market research. Second; identify the target market. Third; choose the research methods. Fourth; collect the data. Fifth; analyze the data. Sixth; interpret the results. Finally; write a report. Now; provide a detailed explanation of each step for conducting effective market research; including examples of research methods and data analysis techniques.,INSTRUCTIONAL,prompt_examples_dataset
Tell me about art history.,Summarize the key periods and movements in Western art history; including Ancient; Medieval; Renaissance; Baroque; Rococo; Neoclassical; Romantic; Impressionist; and Modern art. For each period; briefly describe the defining characteristics; major artists; and significant artworks. Focus on the evolution of artistic styles and the historical context influencing each movement. Limit the response to 500 words.,SUMMARIZATION,prompt_examples_dataset
Write a story about school supplies.,I want you to write a short story about school supplies coming to life and going on an adventure. Here's an example to guide you:  Example: Once upon a time; in a brightly colored pencil case; lived a family of crayons. Papa Red was bold and strong; Mama Blue was calm and serene; and their little Timmy Yellow was always full of sunshine. One day; the pencil case was left open; and Timmy; being the adventurous one; decided to sneak out. He rolled off the desk and onto the floor; beginning his grand adventure...  Now; write your own story following this example.,CREATIVE_WRITING,prompt_examples_dataset
Analyze this dataset and tell me something interesting: [1; 2; 3; 4; 5; 6; 7; 8; 9; 10],I have a dataset: [1; 2; 3; 4; 5; 6; 7; 8; 9; 10]. First; calculate the mean; median; and standard deviation. Then; based on these statistics; describe the distribution of the data and identify any potential outliers. Finally; summarize your findings in a concise paragraph.,PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
Explain constructivism.,You are an expert in educational theory. Please explain constructivism as a learning theory; including its key principles; the role of the learner and the teacher; and examples of how it can be applied in a classroom setting. Use a chain-of-thought approach to break down the explanation into manageable parts.,QUESTION_ANSWERING,prompt_examples_dataset
What are the strengths and weaknesses of advanced game theory?,You are a professor specializing in game theory. Please provide a detailed analysis of the strengths and weaknesses of advanced game theory; including specific examples and real-world applications. Consider the limitations of its assumptions; computational challenges; and its applicability to complex scenarios. Use ROLE_PROMPTING to guide your answer.,ANALYSIS_CRITIQUE,prompt_examples_dataset
Tell me about classroom objects.,You are a classroom design expert. Evaluate the strengths and weaknesses of common classroom objects like desks; chairs; whiteboards; and projectors. Consider factors such as usability; durability; cost-effectiveness; and impact on student learning.,ANALYSIS_CRITIQUE,prompt_examples_dataset
What are some tips for getting in shape?,"You are a personal fitness trainer. A client asks you: ""I want to improve my overall fitness. What specific exercises; diet changes; and lifestyle adjustments do you recommend? Please provide a detailed plan; including frequency; intensity; and duration for each exercise; and specific examples of meals and snacks for the diet changes. Also; suggest lifestyle adjustments related to sleep; stress management; and hydration.""",QUESTION_ANSWERING,prompt_examples_dataset
Tell me about the Silk Road.,As a world history researcher specializing in trade networks; provide a detailed analysis of the Silk Road. Include its origins; key trade goods; the cultures it connected; and its impact on the economies and societies involved. Also; discuss the reasons for its decline and its lasting legacy.,ROLE_PLAYING,prompt_examples_dataset
What are some fashion trends?,You are a fashion trend expert. Please categorize the following fashion items into specific trend categories; providing a brief description of each category: Oversized blazers; Cropped tops; Wide-leg pants; Chunky sneakers; Slip dresses; Neon colors; Tie-dye prints; Utility jumpsuits; Bucket hats; and Layered necklaces.,CLASSIFICATION_TAGGING,prompt_examples_dataset
Tell me about political systems.,First; let's define 'political system'. A political system is a set of formal legal institutions and informal political processes that allocate values and resources. Now; considering this definition; explain the key characteristics; functions; and major types of political systems; such as democracies; authoritarian regimes; and hybrid systems. Focus on how these systems differ in terms of power distribution; citizen participation; and decision-making processes. Provide specific examples to illustrate your points.,SUMMARIZATION,prompt_examples_dataset
Tell me about wildlife conservation.,Let's think step by step. First; what is the fundamental goal of wildlife conservation? Second; considering that goal; what are the main categories of threats that wildlife conservation efforts address? Third; for each category of threat; give specific examples of conservation strategies that are used. Finally; what are some of the major challenges in implementing these strategies effectively?,SUMMARIZATION,prompt_examples_dataset
Tell me about popular sports.,Provide a detailed overview of the five most popular sports globally; including their estimated number of fans; key rules; and major competitions. Focus on soccer; basketball; cricket; tennis; and volleyball.,INFORMATIONAL,prompt_examples_dataset
Tell me about nanotechnology applications.,You are a nanotechnology expert. Provide a comprehensive overview of nanotechnology applications across various fields; including medicine; energy; electronics; and materials science. For each field; describe specific examples of nanotechnology applications; explaining the underlying principles and potential benefits. Also; discuss any limitations or challenges associated with these applications; such as toxicity concerns or scalability issues. Include current research trends and future directions in the field. Structure your response with clear headings and subheadings for each application area.,INFORMATIONAL,prompt_examples_dataset
Tell me about mental health awareness.,First; define mental health awareness. Then; list five actionable steps individuals can take to improve their own mental health awareness. Finally; for each step; provide a brief explanation of why it is important and how it contributes to overall well-being. Use chain of thought prompting to ensure each step is well-reasoned.,INSTRUCTIONAL,prompt_examples_dataset
Tell me about nutrition.,First; explain the basic purpose of nutrition for the human body in one sentence. Then; provide a simple tutorial on basic nutrition for beginners. Include information on macronutrients (proteins; carbohydrates; and fats); micronutrients (vitamins and minerals); and the importance of hydration. Use clear and concise language; and provide examples of good food sources for each nutrient. Finally; briefly explain how to create a balanced meal.,INSTRUCTIONAL,prompt_examples_dataset
Tell me about photography techniques.,I want to learn about photography techniques. First; explain the exposure triangle; detailing how aperture; shutter speed; and ISO interact to affect the brightness and overall look of a photo. Then; describe three different composition techniques; such as the rule of thirds; leading lines; and symmetry; explaining how each can be used to create more visually appealing images. Finally; discuss the use of different lenses (wide-angle; standard; telephoto) and how they impact the perspective and field of view in a photograph. Provide examples for each technique.,PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
Tell me about network security.,Let's zoom out. Before discussing the specific implications of network security; consider the broader goal it serves. What fundamental problem is network security trying to solve at a high level? Once you've identified that core problem; explain the various implications of implementing network security measures; considering aspects like cost; performance; user experience; and overall organizational risk.,ANALYSIS_CRITIQUE,prompt_examples_dataset
What are the strengths and weaknesses of climate adaptation?,Let's think step by step. First; identify the main categories of climate adaptation strategies (e.g.; infrastructure; policy; ecosystem-based). Second; for each category; list at least two specific examples. Third; for each example; analyze its strengths and weaknesses; considering factors like cost-effectiveness; scalability; social equity; and environmental impact. Finally; summarize the overall strengths and weaknesses of climate adaptation as a whole; drawing from your analysis of the specific examples.,ANALYSIS_CRITIQUE,prompt_examples_dataset
Tell me about finger painting.,Provide a detailed overview of finger painting; including its history; common techniques; suitable materials; and notable artists or examples. Focus on practical advice for beginners and any safety considerations.,DATA_EXTRACTION,prompt_examples_dataset
Tell me about fashion trends code.,Let's break down the functionality of 'fashion trends code' using a step-by-step approach. First; identify the core components or modules that would likely be present in such a system. Second; for each component; describe its purpose and how it contributes to the overall functionality of predicting or analyzing fashion trends. Third; explain how these components might interact with each other; including data flow and dependencies. Finally; consider what data sources this code might use and how it would process that data to generate insights. Use CHAIN_OF_THOUGHT prompting to ensure a detailed and logical explanation.,CODE_EXPLANATION,prompt_examples_dataset
Tell me about black hole thermodynamics.,You are an expert in theoretical physics; specializing in black hole thermodynamics. Provide a comprehensive explanation of black hole thermodynamics; including the four laws; Hawking radiation; the Bekenstein-Hawking entropy formula; and the information paradox. Explain the relationships between these concepts and their implications for our understanding of quantum gravity. Use analogies and examples to make the explanation accessible to someone with a background in physics but not necessarily in black hole physics. Cite relevant research papers.,INFORMATIONAL,prompt_examples_dataset
What is operations research?,Explain operations research in detail; focusing on its core methodologies like linear programming; queuing theory; and simulation. Also; describe its applications in areas such as supply chain management; logistics; and resource allocation. Provide examples to illustrate how these methodologies are applied in practice. Limit your response to 300 words.,SUMMARIZATION,prompt_examples_dataset
Tell me about climate change.,"Here is a text about climate change:  ""The Intergovernmental Panel on Climate Change (IPCC) has stated that human influence is the dominant cause of observed warming since the mid-20th century. The largest human influence has been the emission of greenhouse gases such as carbon dioxide; methane; and nitrous oxide. Climate models project continued warming; with various scenarios depending on future emission levels. Impacts of climate change include rising sea levels; changes in precipitation patterns; and increased frequency of extreme weather events. Mitigation efforts include reducing greenhouse gas emissions through renewable energy and energy efficiency. Adaptation measures include building seawalls and developing drought-resistant crops.""  Extract the following information and present it as a JSON object:  {   ""main_cause"": """";   ""projected_impacts"": [];   ""mitigation_strategies"": [];   ""adaptation_strategies"": [] }",DATA_EXTRACTION,prompt_examples_dataset
Translate these economic principles into Spanish: Supply and demand; opportunity cost; inflation.,You are an expert economist fluent in both English and Spanish. Your task is to translate the following fundamental economic principles into Spanish; providing accurate and contextually appropriate terms. Ensure the translations are suitable for use in academic and professional settings. The principles are: 1. Supply and demand; 2. Opportunity cost; 3. Inflation. After providing the translations; explain each term briefly in Spanish to ensure clarity and contextual understanding. Apply SELF_CONSISTENCY by checking if the translation is consistent with standard economic terminology in Spanish. Apply CONTEXTUAL_PROMPTING by considering that the translation will be used in an academic paper.,TRANSLATION,prompt_examples_dataset
Tell me about letter recognition.,I need a Python function that takes an image as input and returns the recognized letter. Include comments to explain each step. Focus on a simple approach using template matching.,DATA_EXTRACTION,prompt_examples_dataset
Tell me about climate change.,You are a climate scientist specializing in the effects of climate change on coastal ecosystems. Provide a detailed analysis of the primary drivers of climate change; focusing on human activities. Then; explain the specific impacts of these changes on coastal ecosystems; including rising sea levels; ocean acidification; and changes in storm patterns. Finally; suggest three actionable mitigation strategies that could be implemented at a local community level to help protect these vulnerable ecosystems. Structure your response in three paragraphs; one for each of the areas mentioned.,ROLE_PLAYING,prompt_examples_dataset
Tell me about astronomy.,Explain basic astronomy concepts for a beginner. Cover the following topics: stars; planets; galaxies; and the solar system. Provide simple definitions and examples for each.,CONVERSATIONAL,prompt_examples_dataset
Tell me about geopolitical conflicts.,You are a geopolitical analyst specializing in conflict resolution. Provide a detailed analysis of the ongoing conflict in the South China Sea; including the involved parties; their strategic interests; the historical context; and potential future scenarios. Focus on the economic and military dimensions of the conflict; and assess the role of international law and organizations in mitigating tensions. Consider the perspectives of China; the Philippines; Vietnam; the United States; and Australia. Your analysis should be comprehensive and nuanced; reflecting the complexities of the situation.,CONVERSATIONAL,prompt_examples_dataset
Explain the steps involved in the Haber-Bosch process.,Let's think step by step. First; describe the chemical equation for the Haber-Bosch process. Second; explain the conditions (temperature; pressure; catalyst) required for the reaction to proceed efficiently. Third; explain the source of the reactants; nitrogen and hydrogen; and any purification steps involved. Finally; discuss the importance of the Haber-Bosch process in modern agriculture and its environmental impact.,CODE_EXPLANATION,prompt_examples_dataset
Tell me about connectomes.,Explain the concept of a connectome. Then; describe the different methods used to map connectomes; including their strengths and weaknesses. Finally; discuss the potential applications of connectomics research in understanding brain disorders like Alzheimer's disease. Use a chain of thought approach to structure your response.,QUESTION_ANSWERING,prompt_examples_dataset
Tell me about different dance moves.,Explain the key differences between the following dance moves; focusing on footwork; body posture; and typical music styles: the Waltz; the Tango; and the Cha-Cha.,COMPARISON,prompt_examples_dataset
What are some healthy habits?,I want to understand the benefits of adopting healthy habits. Provide a comparison table contrasting at least three healthy habits (e.g.; regular exercise; balanced diet; sufficient sleep) with their unhealthy alternatives. For each habit; list at least three benefits of the healthy habit and three negative consequences of the unhealthy alternative.,COMPARISON,prompt_examples_dataset
Tell me about physical chemistry techniques.,Here are some examples of how to distinguish between different physical chemistry techniques:  Technique: Spectroscopy Description: Spectroscopy involves studying the interaction of electromagnetic radiation with matter. Different types of spectroscopy (e.g.; UV-Vis; IR; NMR) provide information about the energy levels; molecular structure; and composition of a sample. For example; UV-Vis spectroscopy is used to quantify the concentration of a substance by measuring its absorbance of UV-Vis light.  Technique: Chromatography Description: Chromatography is a separation technique used to separate components of a mixture based on their physical and chemical properties. Different types of chromatography (e.g.; gas chromatography; liquid chromatography) employ different stationary and mobile phases to achieve separation. For example; gas chromatography separates volatile compounds based on their boiling points and interactions with the stationary phase.  Technique: Electrochemistry Description: Electrochemistry studies chemical reactions that involve the transfer of electrons. Techniques like cyclic voltammetry and electrochemical impedance spectroscopy are used to investigate redox reactions; electrode kinetics; and interfacial properties. For example; cyclic voltammetry can be used to determine the redox potentials of a molecule.  Now; distinguish between calorimetry and surface science techniques; providing a brief description and example for each.,COMPARISON,prompt_examples_dataset
How does this air quality algorithm work?,"You are an expert in air quality management algorithms. I will provide you with a Python code snippet representing an air quality management algorithm. Your task is to analyze the code and explain its logic in detail. Focus on the following aspects:  1.  **Input Parameters:** Identify and describe all input parameters the algorithm uses (e.g.; pollutant concentrations; weather data; location). 2.  **Data Preprocessing:** Explain any data preprocessing steps performed on the input data (e.g.; normalization; outlier removal). 3.  **Core Logic:** Describe the core logic of the algorithm. Explain how it uses the input parameters to calculate air quality indices; predict pollution levels; or recommend mitigation strategies. Provide a step-by-step explanation of the calculations and decision-making processes. 4.  **Output:** Describe the output of the algorithm (e.g.; air quality index; pollution forecast; recommended actions). 5.  **Assumptions and Limitations:** Discuss any assumptions the algorithm makes and its limitations.  Here is the Python code:  ```python def assess_air_quality(pm25; pm10; o3; no2; temp; humidity):     # Data validation     if any(x < 0 for x in [pm25; pm10; o3; no2; temp; humidity]):         return ""Invalid input: Negative values not allowed""      # Calculate AQI for each pollutant     aqi_pm25 = calculate_aqi(pm25; pollutant=""PM25"")     aqi_pm10 = calculate_aqi(pm10; pollutant=""PM10"")     aqi_o3 = calculate_aqi(o3; pollutant=""O3"")     aqi_no2 = calculate_aqi(no2; pollutant=""NO2"")      # Determine the dominant pollutant and its AQI     aqi_values = [aqi_pm25; aqi_pm10; aqi_o3; aqi_no2]     pollutants = [""PM25""; ""PM10""; ""O3""; ""NO2""]     dominant_index = aqi_values.index(max(aqi_values))     dominant_pollutant = pollutants[dominant_index]     overall_aqi = aqi_values[dominant_index]      # Assess health risk based on overall AQI     health_risk = assess_health_risk(overall_aqi)      # Suggest recommendations based on dominant pollutant and AQI     recommendations = get_recommendations(dominant_pollutant; overall_aqi; temp; humidity)      return {         ""overall_aqi"": overall_aqi;         ""dominant_pollutant"": dominant_pollutant;         ""health_risk"": health_risk;         ""recommendations"": recommendations     }   def calculate_aqi(concentration; pollutant):     # AQI breakpoints and corresponding concentration ranges (example values)     if pollutant == ""PM25"":         breakpoints = [0; 12; 35; 55; 150; 250; 500]         aqi_values = [0; 50; 100; 150; 200; 300; 500]     elif pollutant == ""PM10"":         breakpoints = [0; 50; 150; 250; 350; 430; 600]         aqi_values = [0; 50; 100; 150; 200; 300; 500]     elif pollutant == ""O3"":         breakpoints = [0; 54; 70; 85; 105; 200; 600]         aqi_values = [0; 50; 100; 150; 200; 300; 500]     elif pollutant == ""NO2"":         breakpoints = [0; 53; 100; 360; 649; 1249; 2049]         aqi_values = [0; 50; 100; 150; 200; 300; 500]     else:         return None      # Find the breakpoint range the concentration falls within     for i in range(1; len(breakpoints)):         if concentration <= breakpoints[i]:             Clow = breakpoints[i - 1]             Chigh = breakpoints[i]             Ilow = aqi_values[i - 1]             Ihigh = aqi_values[i]             break     else:         Clow = breakpoints[-2]         Chigh = breakpoints[-1]         Ilow = aqi_values[-2]         Ihigh = aqi_values[-1]      # Calculate AQI using the EPA formula     aqi = ((Ihigh - Ilow) / (Chigh - Clow)) * (concentration - Clow) + Ilow     return int(aqi)   def assess_health_risk(aqi):     if aqi <= 50:         return ""Good""     elif aqi <= 100:         return ""Moderate""     elif aqi <= 150:         return ""Unhealthy for Sensitive Groups""     elif aqi <= 200:         return ""Unhealthy""     elif aqi <= 300:         return ""Very Unhealthy""     else:         return ""Hazardous""   def get_recommendations(pollutant; aqi; temp; humidity):     recommendations = []     if aqi > 100:         recommendations.append(""Reduce outdoor activities"")         if pollutant in [""PM25""; ""PM10""]:             recommendations.append(""Wear a mask"")         if temp > 30 and humidity > 60:             recommendations.append(""Stay indoors in air-conditioned environments"")     else:         recommendations.append(""Air quality is acceptable"")     return recommendations ```",CODE_EXPLANATION,prompt_examples_dataset
What is the importance of social institutions?,You are a sociology professor explaining core concepts to undergraduate students. Explain the importance of social institutions like family; education; and government in maintaining social order and facilitating social change. Use specific examples to illustrate your points. Walk me through your reasoning.,ANALYSIS_CRITIQUE,prompt_examples_dataset
Tell me about recent developments in metaphysics.,Let's explore recent developments in metaphysics. First; briefly define metaphysics and its core concerns. Then; discuss at least three significant areas of contemporary metaphysical research; such as: 1) new theories of time (e.g.; presentism; eternalism; growing block theory) and the arguments for and against them; 2) advancements in understanding consciousness and its relation to the physical world; including different approaches to the mind-body problem (e.g.; physicalism; dualism; panpsychism); and 3) debates surrounding the nature of existence and modality; including discussions of possible worlds; mereology; and ontological commitment. For each area; provide specific examples of recent publications or research projects and explain their significance. Finally; discuss how these developments might influence other fields like physics; ethics; or computer science. Use a chain of thought approach to clearly explain the connections between different concepts and arguments.,CONVERSATIONAL,prompt_examples_dataset
Tell me about knots.,I need a function in Python that takes a knot name as input (e.g.; 'Overhand Knot'; 'Square Knot'; 'Bowline') and returns a dictionary containing the following information about the knot: a brief description (around 50 words); its primary use; and a list of its advantages and disadvantages. If the knot name is not recognized; return an error message. Use comments to explain the code.,DATA_EXTRACTION,prompt_examples_dataset
Tell me about a sales scenario.,I want you to act as a sales trainer. I will describe a product and a potential customer; and you will provide a sales strategy using the AIDA (Attention; Interest; Desire; Action) model. The product is a premium noise-canceling headset targeted at remote workers. The potential customer is a 45-year-old marketing manager who works from home and has expressed frustration with distractions during online meetings. Provide a detailed breakdown of how you would approach the sales conversation; focusing on each stage of the AIDA model. Give specific examples of questions you would ask and statements you would make.,CREATIVE_WRITING,prompt_examples_dataset
